order_id,product_id,old_name,category,sub_category,base_price,price,quantity,amount,discount,profit,status,priority,user_id,region,city,state,order_date,ship_date,payment_mode
6175,7175,Microwave v1,Home Appliances,Microwave,1860.65,2310.54,7,16173.78,0.2,3149.23,Completed,Low,10155.0,West,Mumbai,Maharashtra,2025-03-01,2025-03-03,Credit Card
6176,7176,Chair v1,Furniture,Chair,2249.6,2917.58,9,26258.22,0.0,6011.82,Cancelled,High,14605.0,South,Bengaluru,Karnataka,2025-01-11,2025-01-16,Debit Card
6177,7177,Jacket v1,Clothing,Jacket,2374.65,2999.59,9,26996.31,0.05,5624.46,Completed,Medium,11548.0,North,Jaipur,Rajasthan,2025-10-25,2025-10-28,Debit Card
6178,7178,Pen v1,Office Supplies,Pen,315.07,353.02,7,2471.14,0.2,265.65,Completed,High,13988.0,North,Chandigarh,Chandigarh,2026-02-26,2026-03-02,Net Banking
6179,7179,Chair v1,Furniture,Chair,1616.26,2256.9,1,2256.9,0.0,640.64,Completed,Low,11832.0,South,Chennai,Tamil Nadu,2026-03-21,2026-03-27,Debit Card
6180,7180,Laptop v1,Electronics,Laptop,3252.1,4176.9,8,33415.2,0.15,7398.4,Pending,Low,14518.0,North,Delhi,Delhi,2025-10-06,2025-10-08,UPI
6181,7181,Marker v1,Office Supplies,Marker,1710.29,2429.71,9,21867.39,0.2,6474.78,Completed,Low,14815.0,East,Bhubaneswar,Odisha,2025-09-16,2025-09-20,Cash
6182,7182,Sofa v1,Furniture,Sofa,904.71,1083.18,10,10831.8,0.1,1784.7,Completed,Low,10374.0,North,Chandigarh,Chandigarh,2025-04-04,2025-04-08,Cash
6183,7183,Notebook v1,Office Supplies,Notebook,1815.98,2020.55,3,6061.65,0.15,613.71,Completed,Low,11433.0,West,Ahmedabad,Gujarat,2026-03-24,2026-03-27,Cash
6184,7184,Pen v1,Office Supplies,Pen,3742.15,5510.68,7,38574.76,0.05,12379.71,Completed,Medium,12617.0,North,Jaipur,Rajasthan,2025-11-18,2025-11-19,UPI
6185,7185,Marker v1,Office Supplies,Marker,3165.74,3750.32,9,33752.88,0.05,5261.22,Completed,Medium,11703.0,West,Ahmedabad,Gujarat,2025-07-27,2025-07-29,Credit Card
6186,7186,Pen v1,Office Supplies,Pen,527.26,573.26,9,5159.34,0.05,414.0,Pending,Medium,,West,Mumbai,Maharashtra,2025-01-06,2025-01-12,Net Banking
6187,7187,Desk v1,Furniture,Desk,3885.06,4442.52,9,39982.68,0.05,5017.14,Cancelled,Low,12721.0,North,Delhi,Delhi,2026-03-08,2026-03-11,Net Banking
6188,7188,Table v1,Furniture,Table,2916.82,3506.76,2,7013.52,0.1,1179.88,Completed,Low,14984.0,North,Jaipur,Rajasthan,2026-02-14,2026-02-16,Debit Card
6189,7189,Sofa v1,Furniture,Sofa,2073.86,2204.57,8,17636.56,0.15,1045.68,Completed,Low,11959.0,North,Jaipur,Rajasthan,2025-06-04,2025-06-08,Cash
6190,7190,Mixer v1,Home Appliances,Mixer,559.88,781.62,4,3126.48,0.05,886.96,Pending,High,14538.0,North,Delhi,Delhi,2026-01-26,2026-01-29,Cash
6191,7191,Microwave v1,Home Appliances,Microwave,4324.89,5130.07,4,20520.28,0.15,3220.72,Completed,High,10897.0,North,Chandigarh,Chandigarh,2026-02-13,2026-02-17,Credit Card
6192,7192,Printer v1,Office Supplies,Printer,4689.69,5978.27,2,11956.54,0.15,2577.16,Completed,Medium,12501.0,South,Chennai,Tamil Nadu,2026-05-24,2026-05-25,UPI
6193,7193,Fan v1,Home Appliances,Fan,2106.98,2529.54,5,12647.7,0.05,2112.8,Completed,Medium,13081.0,West,Ahmedabad,Gujarat,2025-01-26,2025-01-30,Credit Card
6194,7194,Jacket v1,Clothing,Jacket,234.11,327.05,10,3270.5,0.2,929.4,Completed,High,14683.0,East,Kolkata,West Bengal,2026-03-12,2026-03-13,Net Banking
6195,7195,Desk v1,Furniture,Desk,3334.89,4681.75,2,9363.5,0.0,2693.72,Pending,Medium,11537.0,East,Kolkata,West Bengal,2025-05-19,2025-05-25,Credit Card
6196,7196,Vacuum v1,Home Appliances,Vacuum,2747.27,3904.04,8,31232.32,0.05,9254.16,Cancelled,Medium,12583.0,West,Ahmedabad,Gujarat,2025-05-07,2025-05-09,Credit Card
6197,7197,Fan v1,Home Appliances,Fan,4709.63,5347.85,10,53478.5,0.15,6382.2,Completed,Medium,,North,Jaipur,Rajasthan,2026-06-07,2026-06-11,Net Banking
6198,7198,Vacuum v1,Home Appliances,Vacuum,594.7,817.58,4,3270.32,0.15,891.52,Pending,High,13361.0,West,Mumbai,Maharashtra,2026-05-02,2026-05-05,Debit Card
6199,7199,Fan v1,Home Appliances,Fan,3875.35,4141.18,3,12423.54,0.15,797.49,Completed,High,10080.0,West,Ahmedabad,Gujarat,2026-01-22,2026-01-27,Net Banking
6200,7200,Table v1,Furniture,Table,166.58,221.32,1,221.32,0.05,54.74,Completed,Low,12908.0,South,Hyderabad,Telangana,2025-11-21,2025-11-27,UPI
6201,7201,Mixer v1,Home Appliances,Mixer,683.7,770.16,2,1540.32,0.2,172.92,Completed,High,11745.0,West,Pune,Maharashtra,2026-06-22,2026-06-23,Credit Card
6202,7202,Mixer v1,Home Appliances,Mixer,3051.96,4230.27,7,29611.89,0.15,8248.17,Completed,High,11219.0,West,Mumbai,Maharashtra,2025-06-25,2025-06-30,Cash
6203,7203,Printer v1,Office Supplies,Printer,1186.76,1535.18,8,12281.44,0.05,2787.36,Completed,Medium,14889.0,East,Bhubaneswar,Odisha,2025-11-26,2025-11-30,Credit Card
6204,7204,Shoes v1,Clothing,Shoes,578.8,809.67,6,4858.02,0.05,1385.22,Completed,Medium,12091.0,South,Hyderabad,Telangana,2025-04-27,2025-05-04,Net Banking
6205,7205,Pen v1,Office Supplies,Pen,275.3,319.37,9,2874.33,0.1,396.63,Completed,Low,11267.0,South,Hyderabad,Telangana,2025-09-25,2025-09-29,Credit Card
6206,7206,Mobile v1,Electronics,Mobile,1783.93,2660.68,6,15964.08,0.15,5260.5,Pending,Medium,13970.0,East,Patna,Bihar,2025-05-03,2025-05-08,Net Banking
6207,7207,Mobile v1,Electronics,Mobile,291.56,375.14,2,750.28,0.2,167.16,Cancelled,Medium,12084.0,South,Hyderabad,Telangana,2025-03-28,2025-04-04,Net Banking
6208,7208,Microwave v1,Home Appliances,Microwave,416.61,444.19,8,3553.52,0.0,220.64,Pending,Medium,14009.0,North,Jaipur,Rajasthan,2026-01-04,2026-01-10,Net Banking
6209,7209,Notebook v1,Office Supplies,Notebook,3006.42,3690.59,10,36905.9,0.2,6841.7,Completed,Medium,11474.0,East,Kolkata,West Bengal,2025-10-22,2025-10-24,Debit Card
6210,7210,Shirt v1,Clothing,Shirt,2515.93,2829.35,8,22634.8,0.15,2507.36,Completed,Low,12019.0,North,Delhi,Delhi,2026-03-24,2026-03-30,Credit Card
6211,7211,Marker v1,Office Supplies,Marker,3935.24,5437.79,1,5437.79,0.15,1502.55,Completed,Medium,10663.0,East,Kolkata,West Bengal,2026-04-30,2026-05-05,Debit Card
6212,7212,Pen v1,Office Supplies,Pen,3741.58,4674.55,2,9349.1,0.05,1865.94,Completed,Medium,13197.0,North,Jaipur,Rajasthan,2025-11-14,2025-11-15,Net Banking
6213,7213,Fan v1,Home Appliances,Fan,4215.53,5348.04,8,42784.32,0.15,9060.08,Completed,High,10460.0,East,Kolkata,West Bengal,2025-09-11,2025-09-13,Net Banking
6214,7214,Fan v1,Home Appliances,Fan,1686.73,2445.6,5,12228.0,0.15,3794.35,Pending,High,13307.0,West,Pune,Maharashtra,2025-05-06,2025-05-08,Net Banking
6215,7215,Laptop v1,Electronics,Laptop,498.59,572.22,2,1144.44,0.0,147.26,Cancelled,Low,10656.0,North,Jaipur,Rajasthan,2025-11-22,2025-11-24,UPI
6216,7216,Desk v1,Furniture,Desk,3109.78,4412.67,10,44126.7,0.05,13028.9,Completed,High,13923.0,East,Kolkata,West Bengal,2026-01-29,2026-02-01,Credit Card
6217,7217,Mobile v1,Electronics,Mobile,2307.29,2927.01,1,2927.01,0.2,619.72,Completed,Medium,14999.0,East,Kolkata,West Bengal,2026-01-18,2026-01-21,Cash
6218,7218,Mixer v1,Home Appliances,Mixer,1673.55,2262.69,3,6788.07,0.0,1767.42,Completed,High,12512.0,West,Mumbai,Maharashtra,2025-10-16,2025-10-20,Net Banking
6219,7219,Printer v1,Office Supplies,Printer,3108.47,4363.14,5,21815.7,0.15,6273.35,Completed,High,10482.0,West,Ahmedabad,Gujarat,2025-11-04,2025-11-09,Credit Card
6220,7220,Shoes v1,Clothing,Shoes,3344.78,3614.24,5,18071.2,0.05,1347.3,Completed,Medium,14596.0,South,Bengaluru,Karnataka,2025-08-15,2025-08-22,Cash
6221,7221,Pen v1,Office Supplies,Pen,247.03,294.11,1,294.11,0.05,47.08,Completed,High,,West,Ahmedabad,Gujarat,2026-02-21,2026-02-26,Debit Card
6222,7222,Pen v1,Office Supplies,Pen,431.73,474.36,8,3794.88,0.05,341.04,Completed,High,12508.0,South,Hyderabad,Telangana,2026-01-23,2026-01-30,UPI
6223,7223,Vacuum v1,Home Appliances,Vacuum,2493.27,2712.4,6,16274.4,0.05,1314.78,Cancelled,Medium,11962.0,East,Bhubaneswar,Odisha,2025-12-24,2025-12-27,Debit Card
6224,7224,Mixer v1,Home Appliances,Mixer,407.21,521.84,9,4696.56,0.15,1031.67,Completed,High,13964.0,East,Bhubaneswar,Odisha,2026-06-19,2026-06-20,Net Banking
6225,7225,Desk v1,Furniture,Desk,752.97,1117.11,6,6702.66,0.0,2184.84,Completed,Low,11277.0,West,Mumbai,Maharashtra,2025-10-22,2025-10-29,Debit Card
6226,7226,Jeans v1,Clothing,Jeans,154.12,209.6,4,838.4,0.05,221.92,Cancelled,Medium,10814.0,South,Chennai,Tamil Nadu,2026-06-13,2026-06-15,Net Banking
6227,7227,Sofa v1,Furniture,Sofa,2103.12,2838.18,6,17029.08,0.0,4410.36,Cancelled,High,11797.0,North,Jaipur,Rajasthan,2025-06-16,2025-06-17,Credit Card
6228,7228,Headphones v1,Electronics,Headphones,3420.66,4826.0,5,24130.0,0.1,7026.7,Completed,Low,14582.0,East,Patna,Bihar,2025-05-02,2025-05-06,Debit Card
6229,7229,Sofa v1,Furniture,Sofa,1925.22,2039.08,2,4078.16,0.0,227.72,Completed,High,12970.0,South,Hyderabad,Telangana,2025-11-28,2025-12-05,Credit Card
6230,7230,Microwave v1,Home Appliances,Microwave,2889.03,3819.8,7,26738.6,0.2,6515.39,Completed,High,12057.0,East,Bhubaneswar,Odisha,2025-12-20,2025-12-23,Credit Card
6231,7231,Jeans v1,Clothing,Jeans,2162.39,2579.07,9,23211.63,0.05,3750.12,Completed,Low,10786.0,East,Kolkata,West Bengal,2026-01-26,2026-01-31,Credit Card
6232,7232,Shirt v1,Clothing,Shirt,2784.82,3167.26,7,22170.82,0.0,2677.08,Completed,Medium,12595.0,West,Ahmedabad,Gujarat,2025-06-22,2025-06-26,Credit Card
6233,7233,Pen v1,Office Supplies,Pen,4060.64,4595.89,10,45958.9,0.0,5352.5,Cancelled,Medium,12087.0,South,Bengaluru,Karnataka,2025-01-19,2025-01-20,Debit Card
6234,7234,Microwave v1,Home Appliances,Microwave,228.56,317.66,8,2541.28,0.05,712.8,Completed,Low,14675.0,West,Pune,Maharashtra,2025-02-12,2025-02-18,Cash
6235,7235,Chair v1,Furniture,Chair,1425.83,1761.95,2,3523.9,0.1,672.24,Pending,Medium,12839.0,East,Bhubaneswar,Odisha,2025-07-04,2025-07-06,Cash
6236,7236,,Clothing,Shoes,498.88,583.73,9,5253.57,0.0,763.65,Pending,Low,10952.0,West,Ahmedabad,Gujarat,2025-10-09,2025-10-11,Credit Card
6237,7237,Laptop v1,Electronics,Laptop,2682.49,3062.89,4,12251.56,0.2,1521.6,Completed,Low,14701.0,South,Chennai,Tamil Nadu,2026-04-01,2026-04-06,Net Banking
6238,7238,Tablet v1,Electronics,Tablet,3872.09,5725.01,7,40075.07,0.15,12970.44,Cancelled,Low,12266.0,East,Patna,Bihar,2026-02-04,2026-02-11,Credit Card
6239,7239,Notebook v1,Office Supplies,Notebook,3439.93,4010.24,6,24061.44,0.1,3421.86,Completed,Low,13971.0,East,Patna,Bihar,2025-04-15,2025-04-17,Debit Card
6240,7240,Pen v1,Office Supplies,Pen,4604.41,6174.97,5,30874.85,0.15,7852.8,Completed,Low,11746.0,East,Kolkata,West Bengal,2026-03-02,2026-03-04,Net Banking
6241,7241,Notebook v1,Office Supplies,Notebook,1229.77,1748.79,10,17487.9,0.15,5190.2,Pending,Low,12432.0,West,Mumbai,Maharashtra,2026-02-23,2026-02-28,UPI
6242,7242,Table v1,Furniture,Table,3012.6,3475.29,10,34752.9,0.15,4626.9,Completed,Medium,14601.0,West,Ahmedabad,Gujarat,2026-04-08,2026-04-12,Cash
6243,7243,Desk v1,Furniture,Desk,3730.32,5264.52,7,36851.64,0.05,10739.4,Completed,Medium,11168.0,North,Jaipur,Rajasthan,2026-05-05,2026-05-09,Cash
6244,7244,Fan v1,Home Appliances,Fan,3674.48,4137.36,8,33098.88,0.05,3703.04,Completed,Medium,10451.0,West,Pune,Maharashtra,2026-03-08,2026-03-11,UPI
6245,7245,Printer v1,Office Supplies,Printer,2188.4,2543.66,3,7630.98,0.15,1065.78,Completed,High,11449.0,North,Delhi,Delhi,2025-05-29,2025-05-30,UPI
6246,7246,Vacuum v1,Home Appliances,Vacuum,181.3,234.83,9,2113.47,0.05,481.77,Completed,Low,12698.0,North,Delhi,Delhi,2025-03-05,2025-03-09,Credit Card
6247,7247,Printer v1,Office Supplies,Printer,3261.42,3623.81,5,18119.05,0.0,1811.95,Completed,Low,12584.0,South,Bengaluru,Karnataka,2026-03-19,2026-03-26,Credit Card
6248,7248,Headphones v1,Electronics,Headphones,393.66,545.69,10,5456.9,0.0,1520.3,Completed,Medium,12609.0,West,Ahmedabad,Gujarat,2026-04-09,2026-04-12,UPI
6249,7249,Shoes v1,Clothing,Shoes,2216.46,2916.21,6,17497.26,0.15,4198.5,Completed,Medium,14756.0,West,Pune,Maharashtra,2025-12-24,2025-12-26,UPI
6250,7250,Jeans v1,Clothing,Jeans,4997.15,6290.9,8,50327.2,0.15,10350.0,Pending,Medium,10598.0,East,Kolkata,West Bengal,2026-02-08,2026-02-12,UPI
6251,7251,Fan v1,Home Appliances,Fan,2510.89,2740.38,9,24663.42,0.2,2065.41,Completed,Medium,11172.0,West,Ahmedabad,Gujarat,2025-10-13,2025-10-15,Credit Card
6252,7252,Mixer v1,Home Appliances,Mixer,1935.76,2611.15,9,23500.35,0.0,6078.51,Completed,Low,12928.0,East,Patna,Bihar,2025-06-10,2025-06-15,UPI
6253,7253,Laptop v1,Electronics,Laptop,3575.64,4405.64,1,4405.64,0.05,830.0,Cancelled,Medium,11483.0,East,Kolkata,West Bengal,2025-12-08,2025-12-11,Debit Card
6254,7254,Fan v1,Home Appliances,Fan,1024.18,1255.07,5,6275.35,0.15,1154.45,Completed,Low,14796.0,North,Delhi,Delhi,2025-08-09,2025-08-16,Debit Card
6255,7255,Vacuum v1,Home Appliances,Vacuum,4468.79,4885.89,9,43973.01,0.1,3753.9,Completed,High,13683.0,East,Kolkata,West Bengal,2026-01-18,2026-01-20,Cash
6256,7256,Table v1,Furniture,Table,3272.77,4746.05,1,4746.05,0.0,1473.28,Cancelled,Medium,10692.0,East,Patna,Bihar,2025-02-26,2025-02-28,Cash
6257,7257,Tablet v1,Electronics,Tablet,3409.15,4982.23,8,39857.84,0.2,12584.64,Completed,Medium,10150.0,North,Jaipur,Rajasthan,2026-01-26,2026-01-28,Net Banking
6258,7258,Pen v1,Office Supplies,Pen,2694.85,2939.98,4,11759.92,0.1,980.52,Completed,Low,11674.0,South,Hyderabad,Telangana,2026-04-07,2026-04-09,Credit Card
6259,7259,Shirt v1,Clothing,Shirt,2463.25,3248.3,6,19489.8,0.2,4710.3,Cancelled,Low,10208.0,East,Patna,Bihar,2025-11-21,2025-11-23,Credit Card
6260,7260,Marker v1,Office Supplies,Marker,2638.93,3660.52,4,14642.08,0.2,4086.36,Completed,High,12198.0,East,Patna,Bihar,2025-04-26,2025-05-03,Net Banking
6261,7261,Jacket v1,Clothing,Jacket,657.98,890.46,6,5342.76,0.05,1394.88,Cancelled,Low,14598.0,West,Pune,Maharashtra,2025-07-29,2025-08-02,Credit Card
6262,7262,Table v1,Furniture,Table,3278.61,3843.44,1,3843.44,0.0,564.83,Pending,Low,10929.0,South,Chennai,Tamil Nadu,2026-01-04,2026-01-08,UPI
6263,7263,Shoes v1,Clothing,Shoes,2245.21,3049.22,7,21344.54,0.2,5628.07,Completed,Medium,14028.0,West,Ahmedabad,Gujarat,2025-10-09,2025-10-15,Credit Card
6264,7264,Headphones v1,Electronics,Headphones,4723.46,6298.52,8,50388.16,0.0,12600.48,Completed,Medium,13113.0,West,Pune,Maharashtra,2025-05-29,2025-06-05,UPI
6265,7265,Tablet v1,Electronics,Tablet,1883.69,2527.24,1,2527.24,0.2,643.55,Completed,High,10678.0,North,Jaipur,Rajasthan,2025-12-18,2025-12-25,Cash
6266,7266,Mobile v1,Electronics,Mobile,3226.24,4027.77,9,36249.93,0.2,7213.77,Completed,Medium,11801.0,South,Chennai,Tamil Nadu,2025-12-15,2025-12-17,Net Banking
6267,7267,Mobile v1,Electronics,Mobile,3682.96,5157.87,4,20631.48,0.15,5899.64,Completed,High,13421.0,West,Pune,Maharashtra,2026-04-11,2026-04-16,Cash
6268,7268,Fan v1,Home Appliances,Fan,3153.14,3585.16,2,7170.32,0.1,864.04,Pending,Medium,10689.0,West,Mumbai,Maharashtra,2025-04-26,2025-05-01,Net Banking
6269,7269,Mobile v1,Electronics,Mobile,1490.85,2206.94,4,8827.76,0.2,2864.36,Completed,Low,11524.0,West,Pune,Maharashtra,2026-03-30,2026-04-01,Debit Card
6270,7270,Jeans v1,Clothing,Jeans,4106.72,4550.72,10,45507.2,0.05,4440.0,Completed,Medium,12865.0,North,Delhi,Delhi,2025-08-03,2025-08-07,Debit Card
6271,7271,Printer v1,Office Supplies,Printer,1353.91,2005.65,3,6016.95,0.15,1955.22,Completed,Low,11427.0,West,Pune,Maharashtra,2025-03-04,2025-03-07,UPI
6272,7272,Tablet v1,Electronics,Tablet,4779.11,5963.39,4,23853.56,0.2,4737.12,Completed,Medium,11591.0,West,Mumbai,Maharashtra,2025-01-26,2025-01-29,UPI
6273,7273,Table v1,Furniture,Table,3315.49,4385.31,10,43853.1,0.15,10698.2,Completed,Medium,12387.0,South,Hyderabad,Telangana,2025-12-27,2026-01-01,Debit Card
6274,7274,Tablet v1,Electronics,Tablet,2271.25,3283.24,6,19699.44,0.15,6071.94,Pending,High,14210.0,North,Jaipur,Rajasthan,2025-03-23,2025-03-24,Cash
6275,7275,Shirt v1,Clothing,Shirt,4168.32,4748.17,1,4748.17,0.0,579.85,Pending,Low,13599.0,North,Chandigarh,Chandigarh,2025-12-30,2026-01-04,UPI
6276,7276,Notebook v1,Office Supplies,Notebook,4061.67,4553.55,10,45535.5,0.1,4918.8,Completed,Low,12900.0,North,Jaipur,Rajasthan,2025-01-03,2025-01-09,UPI
6277,7277,Mobile v1,Electronics,Mobile,286.0,381.54,10,3815.4,0.05,955.4,Completed,Low,,West,Ahmedabad,Gujarat,2026-06-23,2026-06-24,Debit Card
6278,7278,Laptop v1,Electronics,Laptop,4824.83,5905.65,3,17716.95,0.15,3242.46,Completed,Medium,11800.0,North,Delhi,Delhi,2025-12-10,2025-12-17,Debit Card
6279,7279,Chair v1,Furniture,Chair,4798.33,5350.2,6,32101.2,0.1,3311.22,Completed,Low,12437.0,West,Ahmedabad,Gujarat,2025-06-19,2025-06-21,Debit Card
6280,7280,Tablet v1,Electronics,Tablet,2802.42,4144.03,8,33152.24,0.05,10732.88,Completed,Low,,West,Pune,Maharashtra,2025-12-08,2025-12-12,UPI
6281,7281,Mobile v1,Electronics,Mobile,4972.66,6918.86,6,41513.16,0.0,11677.2,Completed,Medium,11671.0,East,Kolkata,West Bengal,2025-03-23,2025-03-28,UPI
6282,7282,Jeans v1,Clothing,Jeans,820.47,1047.73,8,8381.84,0.15,1818.08,Completed,Low,14609.0,South,Hyderabad,Telangana,2025-01-09,2025-01-11,Net Banking
6283,7283,Shoes v1,Clothing,Shoes,4651.08,5160.35,6,30962.1,0.15,3055.62,Pending,Medium,12670.0,North,Chandigarh,Chandigarh,2025-05-31,2025-06-03,Cash
6284,7284,Marker v1,Office Supplies,Marker,4688.43,4992.88,10,49928.8,0.15,3044.5,Completed,Medium,13024.0,North,Jaipur,Rajasthan,2025-06-08,2025-06-11,UPI
6285,7285,Desk v1,Furniture,Desk,1911.16,2593.17,2,5186.34,0.1,1364.02,Completed,Low,10232.0,North,Chandigarh,Chandigarh,2025-09-25,2025-10-01,Cash
6286,7286,Printer v1,Office Supplies,Printer,1965.69,2167.61,3,6502.83,0.05,605.76,Cancelled,Medium,,West,Mumbai,Maharashtra,2025-05-29,2025-06-02,Cash
6287,7287,Jacket v1,Clothing,Jacket,491.54,633.9,2,1267.8,0.05,284.72,Completed,Medium,14396.0,South,Bengaluru,Karnataka,2025-07-16,2025-07-19,Debit Card
6288,7288,Mobile v1,Electronics,Mobile,3101.85,4142.41,8,33139.28,0.15,8324.48,Pending,Medium,10390.0,West,Ahmedabad,Gujarat,2025-01-06,2025-01-11,UPI
6289,7289,,Furniture,Chair,3668.04,5192.03,7,36344.21,0.05,10667.93,Completed,Medium,11554.0,South,Bengaluru,Karnataka,2025-06-30,2025-07-01,Credit Card
6290,7290,Tablet v1,Electronics,Tablet,159.06,171.96,3,515.88,0.0,38.7,Completed,Low,11824.0,West,Ahmedabad,Gujarat,2025-08-31,2025-09-06,Debit Card
6291,7291,Tablet v1,Electronics,Tablet,2448.48,2725.66,2,5451.32,0.05,554.36,Completed,Medium,13552.0,South,Bengaluru,Karnataka,2025-08-20,2025-08-25,Cash
6292,7292,Microwave v1,Home Appliances,Microwave,1761.49,2006.24,3,6018.72,0.1,734.25,Pending,High,11828.0,South,Hyderabad,Telangana,2026-04-04,2026-04-06,Net Banking
6293,7293,Mixer v1,Home Appliances,Mixer,1763.18,1970.87,7,13796.09,0.1,1453.83,Completed,Low,14637.0,South,Chennai,Tamil Nadu,2025-01-22,2025-01-29,UPI
6294,7294,Headphones v1,Electronics,Headphones,2765.11,2990.98,8,23927.84,0.05,1806.96,Pending,Low,,South,Hyderabad,Telangana,2025-06-05,2025-06-06,Credit Card
6295,7295,Microwave v1,Home Appliances,Microwave,425.02,447.33,4,1789.32,0.2,89.24,Completed,Low,13888.0,North,Delhi,Delhi,2026-04-19,2026-04-22,Debit Card
6296,7296,Printer v1,Office Supplies,Printer,2911.85,3890.23,8,31121.84,0.0,7827.04,Completed,High,10352.0,West,Pune,Maharashtra,2025-09-10,2025-09-16,UPI
6297,7297,Laptop v1,Electronics,Laptop,2904.7,3884.66,7,27192.62,0.0,6859.72,Completed,Medium,12267.0,South,Chennai,Tamil Nadu,2026-02-02,2026-02-08,Cash
6298,7298,Mixer v1,Home Appliances,Mixer,3688.15,5353.68,9,48183.12,0.0,14989.77,Completed,Low,10500.0,South,Chennai,Tamil Nadu,2025-03-28,2025-04-03,UPI
6299,7299,Desk v1,Furniture,Desk,3427.52,4667.01,5,23335.05,0.05,6197.45,Completed,Low,14510.0,West,Mumbai,Maharashtra,2025-09-14,2025-09-17,Credit Card
6300,7300,Chair v1,Furniture,Chair,2732.23,3239.34,9,29154.06,0.15,4563.99,Completed,Low,,South,Hyderabad,Telangana,2025-07-23,2025-07-25,Credit Card
6301,7301,Shoes v1,Clothing,Shoes,1460.54,1782.91,1,1782.91,0.05,322.37,Completed,High,12901.0,East,Bhubaneswar,Odisha,2025-07-17,2025-07-18,UPI
6302,7302,,Furniture,Table,4513.22,5415.49,10,54154.9,0.1,9022.7,Pending,Medium,10488.0,South,Hyderabad,Telangana,2026-02-08,2026-02-09,Debit Card
6303,7303,Laptop v1,Electronics,Laptop,2528.95,3329.46,2,6658.92,0.05,1601.02,Completed,High,13664.0,South,Chennai,Tamil Nadu,2025-08-16,2025-08-19,UPI
6304,7304,Marker v1,Office Supplies,Marker,3826.19,5067.57,7,35472.99,0.05,8689.66,Completed,Medium,10066.0,East,Patna,Bihar,2025-02-04,2025-02-08,Net Banking
6305,7305,Shirt v1,Clothing,Shirt,3590.65,3871.47,6,23228.82,0.2,1684.92,Completed,Low,14042.0,East,Kolkata,West Bengal,2026-01-05,2026-01-08,Net Banking
6306,7306,Headphones v1,Electronics,Headphones,2244.8,3342.0,3,10026.0,0.0,3291.6,Completed,Medium,13351.0,North,Jaipur,Rajasthan,2025-12-30,2026-01-03,Debit Card
6307,7307,Jeans v1,Clothing,Jeans,363.82,452.28,5,2261.4,0.2,442.3,Completed,Medium,10091.0,North,Chandigarh,Chandigarh,2026-04-04,2026-04-05,Net Banking
6308,7308,Printer v1,Office Supplies,Printer,2408.89,3235.09,5,16175.45,0.2,4131.0,Completed,High,11005.0,North,Delhi,Delhi,2025-10-15,2025-10-16,Debit Card
6309,7309,Mixer v1,Home Appliances,Mixer,4135.94,5674.57,1,5674.57,0.0,1538.63,Completed,Low,14414.0,North,Delhi,Delhi,2025-05-28,2025-06-03,Credit Card
6310,7310,Laptop v1,Electronics,Laptop,2081.33,3092.76,1,3092.76,0.1,1011.43,Completed,Medium,14137.0,South,Chennai,Tamil Nadu,2025-08-13,2025-08-19,Credit Card
6311,7311,Headphones v1,Electronics,Headphones,4812.74,6058.49,2,12116.98,0.05,2491.5,Completed,High,10440.0,East,Patna,Bihar,2025-02-17,2025-02-20,UPI
6312,7312,Desk v1,Furniture,Desk,399.5,588.05,7,4116.35,0.15,1319.85,Completed,Medium,13284.0,North,Jaipur,Rajasthan,2025-05-02,2025-05-04,Net Banking
6313,7313,Notebook v1,Office Supplies,Notebook,446.86,552.74,7,3869.18,0.15,741.16,Completed,Medium,10643.0,West,Pune,Maharashtra,2025-05-14,2025-05-21,Cash
6314,7314,Shirt v1,Clothing,Shirt,700.51,943.43,9,8490.87,0.15,2186.28,Completed,Medium,13093.0,South,Chennai,Tamil Nadu,2025-04-21,2025-04-26,Cash
6315,7315,Notebook v1,Office Supplies,Notebook,4520.95,5860.87,9,52747.83,0.15,12059.28,Completed,Medium,12416.0,South,Chennai,Tamil Nadu,2026-04-21,2026-04-28,Net Banking
6316,7316,Pen v1,Office Supplies,Pen,2186.66,2461.28,6,14767.68,0.2,1647.72,Completed,High,11005.0,West,Pune,Maharashtra,2025-05-04,2025-05-11,Cash
6317,7317,Microwave v1,Home Appliances,Microwave,2750.04,3516.72,5,17583.6,0.0,3833.4,Completed,High,13049.0,South,Hyderabad,Telangana,2025-07-06,2025-07-12,Cash
6318,7318,Microwave v1,Home Appliances,Microwave,4485.53,4939.83,9,44458.47,0.15,4088.7,Completed,Medium,13694.0,West,Mumbai,Maharashtra,2025-09-01,2025-09-05,Credit Card
6319,7319,Shoes v1,Clothing,Shoes,111.04,141.72,5,708.6,0.0,153.4,Completed,Medium,13587.0,East,Patna,Bihar,2026-02-08,2026-02-10,Cash
6320,7320,Jeans v1,Clothing,Jeans,1117.84,1530.81,3,4592.43,0.05,1238.91,Completed,Low,13295.0,West,Mumbai,Maharashtra,2025-10-19,2025-10-25,Credit Card
6321,7321,Chair v1,Furniture,Chair,4270.93,6231.54,1,6231.54,0.0,1960.61,Completed,Low,11335.0,South,Bengaluru,Karnataka,2025-12-09,2025-12-10,Credit Card
6322,7322,Shirt v1,Clothing,Shirt,1858.18,2315.28,5,11576.4,0.0,2285.5,Completed,High,12884.0,East,Patna,Bihar,2025-08-29,2025-09-05,Credit Card
